title,reply
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,7 사용자 입장에서 진짜 너무 이뻐서 기변하고 싶은 상황입니다. 길고 길었던 정규 라인업 노치 강점기가 끝나서 좋네요
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,신제품에서 AP성능 높게 나오게 하려고 꼼수쑤다보니 다른쪽에서 성능저하가 발생한 것으로 추정됨. 결국 현재의 프로세서 성능이 한계점이라 여기서 AP성능을 더 올리기는 현실적으로 힘들다는 것이 아닐까함
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"생각보다 이번 시리즈는 평가가 다들 갈리네요 어떤 사람은 일반모델은 이제 가성비가 너무 떨어진다고 프로의 메리트가 훨씬 크다고 하는 반면 어떤 사람들은 의외로 일반 모델들이 더 좋은거 같다고 하는 사람들도 있음 
각자의 의견들이고 모두 일리가 있는거 같아서 뭐 살지 고민되는거 같음"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,핑크색이 프로라인업에 있었으면 판매율 미쳤을듯.
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"11프로에서 15플러스로 교체하려니까 망원렌즈 유무가 신경쓰여서 전작 프로라인과의 2~3배 줌 사진 비교를 찾아다녔는데 큰 도움이 되었습니다
작년에 14플러스 사려다가 2배 줌 사진이 11프로조차 차이가 커서 바꾸질 못했거든요
전 3배이상 쓸일이 없다보니 15플러스도 충분할 것 같네요 감사합니다"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"잇섭님 미니 pc 조립에 쓰이는 lp(로우 프로파일) 그래픽카드중에서 얼마전에 4060 lp 그래픽카드가 출시했는데 리뷰해주시면 좋을거 같아요 ㅎㅎ
성능 준수하면서 공간도 적게잡는 고성능 미니 pc 희망자들은 글카가 30부터 부피가 커져서 공간압박이 심해가지고 불편해서 ㅎㅎ"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"1. 가격이 프로랑 비교해서 약 30만원 정도 차이남.
2. 무게도 상당히 중요함. 14때는 40g가까운 차이 이번엔 20g차이도 안남.
(나는 이부분이 이번에 굉장히 큰 포인트라 생각함. 저번엔 14프로가 너무 무거웠음)
3. 카메라가 이번에 기본도 상당히 좋아져서 사람들이 이것 때문에 기본모델 생각하는경우가 많겠지만 개인적으론 상술.
4. 프로가 베젤이 살짝 더 얇아짐. 120 주사율. 칩셋이 최신임.
5. 티타늄 소재 및 액션버튼

*30 차이면 걍 프로사자가 많은 분위기인듯."
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"저는 바형쓰다가 플립으로 갈아타면서 배터리, 카메라 등 기존에 쓰던것보다 너프되는게 많아 교체에 대해 고민을 많이 했거든요. 새로운 폰이 나오면 전작보다는 모든점에서 다 개선이 되어야 메리트가 있을진데, 그렇지않다보니 갈아탈 고민을 하게 되는 것 같아요."
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"120hz만 포기할 수 있고 블루나 핑크 좋아하면 15 플러스가 특히 잘 뽑힌듯
대화면인데 무게도 무겁지 않고 심지어 15보다 면적이 넓어서 무게 대비 가볍게 느껴짐"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,15프로 말이 많아서 고민이 많았는데 잇섭님이 직접 비교한 영상 보니 15 일반모델 사도 괜찮을 것 같네요..
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"현재 15프로 사용중이고 발열은
오래사용하지않는이상 불편함을 느낀적이없습니다 지문도 닦으면 바로사라지고..배터리도 12시리즈에서 넘어와서그런지 만족해서 잘쓰고있습니다 배젤도 생각보다 많이 얇아졌더라고요 참고하시길!"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"짬처리기술 대단히다..!!
15는 14프로에 너프된게 많기때문에 울며겨자먹기식으로 15시리즈를 살수밖에 없겠다.

잇섭님도 결혼하고 나서 첫 명절인데 오랜만에 가족들하고 즐거운 명절 보내시기 바랍니다^^ ㅎㅎ"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"14프로인데 15로 갈까 말까 딱 고민 중이였는데 시원하게 해결해주셨네요 aod 지원 안된다는게 제일 큰 것 같아요 ㅜ
핑크 색상 너무 예뻐서 14프로 화이트에 핑크 케이스 1년 넘게 사용 중인데 신제품으로 핑크가 나오다니....... 눈이 안 뒤집어질 수가 없쟈나...
제 소비요정을 막아주셔서 감사합니다 ㅎㅎㅎㅎ"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,와 저도 14프로냐 15일반이냐 고민 중이었는데 이거 딱 얘기해주는 잇섭 진짜 인정이다ㅋㅋㅋ역시 이백만따리 아무나 하는거 아니네ㅋㅋㅋ
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"12미니 사용중인데...
이 영상보고 15프로로 맘 굳혔습니다....

어떤것도 미니같은 컴팩트함을 느낄 수 없겠지만120hz와 티타늄의 유혹은 참을 수 없네요..."
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"지금 한창 이슈인 15프로라인업 발열, 내구성 이슈 등도 빠르게 다뤄주셨으면 좋겠습니다!!!"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"연휴 첫날 
잇섭님 영상 너무 행복합니다
잇섭님 즐거운 추석연휴 보내시고 앞으로도 재미있고 좋은영상 많이 찍어주세요

핑크옷 기대했는데 아쉽네요 "
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"애플 특) 다른건 다넣어주면서 진정 프로와 일반중 무얼 살지 선택하는데 결정적인 요소 하나씩은 꼭 뺌
그 하나가 크게 느껴질때도 많고 뭔가 아깝지만 자꾸 프로로 손이 가게 만드는 애플의 전략

그래도 이번 15시리즈에선 급나누기가 조금 나아졌다고 봅니다
사실 제일 좋은건 그냥 가격을 낮추ㄴ.."
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,잘 봤습니다. 그런데 일반이랑 프로랑 충전속도 차이는 없는지 궁금합니다 !!
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,깔끔하게 정리되어 있어서 좋네요!! SE 유저인데 구매해야겠군요^_^
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"솔직히 카메라는 옆에두고 비교할때나 차이를 느끼지만, 120hz는 심각하게 차이나서 60hz 보면 고장났나 생각나게 역체감이 심하니 14pro가 보편적으로는 더 좋을듯"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"12pro 유저인데, 120hz와 다이나믹을 보고 프로모델을 갈지 일반모델로 갈지 너무 고민이 됐었는데 이 영상을 보고 해결된거 같습니다!! 

일반 모델로 가기로..! 어차피 120hz 경험도 못해봤고 60도 말씀하신대로 큰 문제 없다고 생각합니다.이왕 20만원도 절약해야겠다 싶었는데 아오 그래도.. ㅋㅋㅋㅋㅋ 눈에 계속 아른거리는 프로모델.."
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,2025년이면 LTPO 패널이 저렴해져서 일반 모델에도 120Hz를 지원해줄 거라는 썰이 있던데 13프로로 존버해야겠습니다!!
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,후기들 보니 15프로가 15일반 보다 사진이 노랗게 나오는 것 같던데 비교샷 너무 궁금해요 !!
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,xs max 유저인데 이번에 오랜만에 핸드폰 교체하면서 잇섭님 도움 많이 받고 있어요ㅎㅎ 많이 고민했는데 저는 15 일반만 해도 충분할 것 같네요! 감사합니다!
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"12를 쓰고 있는 입장에선 굳이 옮겨탈까 하는 생각이 안들더라구요. 그냥 그 모습 그대로이고 무슨 차이가 있는지 
무게. 베젤. 베터리. 카메라 .. 카메라? 는 그냥저냥 만족하면서 써서.
아이폰은 이게 문제인게 12를 3년써도 굳이 바꿀 이유가 좀.. 없다고할까 낮다고 할까. 몇년 더 써도 괜찮으니 그냥 쓰는건데.
예전엔 중고가격이 되니까 1년마다 바꼈는데. 뭐 아무런 불만도 없고. 4~5년 사용해도 지원은 계속되고 빠릿한건 여전하니. 바꾸기도 귀찮더라구요,"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,근데 곡률 생긴거는 사용자에 따라 달라요. 대부분 케이스 끼고 써서 그립감에 큰 차이가 생기진 않을 거 같아요. 생폰으로 쓰시는 분들 아니면 큰 메리트가 못되죠. 오히려 파손율만 증가된 느낌..
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,주사율이 거의 유일한 단점이라는 말은 반대로 생각하면 주사율에 둔감하면 이만한 폰이 없다는 말! 아이패드 프로에 아이폰12 같이 쓰는데 주사율 차이 느낀 적 없어서 고민없이 넘어갈 수 있겠네요
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,근데 전 c타입탑재 만으로 15갈 이유는 충분하다고 생각하네요 솔직히 망원카메라 많이 사용하는 사람 거의 없을거 같고 120hz는 써보지만 않았다면 문제 없고 결정적으로 무게차이가 너무 심해요 14프로 진짜 케이스 까지 끼면 너무 무거워요
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,저도 손목 안 좋은 편이지만…아이폰14프로 여전히 엄청 잘 쓰고 있습니다. 개인적으로 역대 샀던 아이폰 중에서 제일 잘 샀다고 생각할 정도로…주사율 겪어보면 진짜 못 헤어나와요..(여태 어떻게 써왔나 신기할 정도)
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"겨울 대비로 핫팩 기능 추가까지.....
역시  혁신의 아이콘 애플!!!!!"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,아이폰 13 pro 게임용으로 쓰고있는데 지금도 게임 최고사양으로 충분히 잘돌아가서 아이폰 17~20 pro 나올때 새로 바꿔야할거같음
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,아이폰 11 쓰고 있는데 13으로 갈아탈지 15로 갈아탈지 고민됩니다 ㅠㅠ 핸드폰의 기능에 그렇게 연연하지 않아서 13만으로도 충분할 것 같긴한데 사진 찍는 걸 좋아해서 13 과 15의 카메라가 실제로 찍었을 때 큰 차이가 나는지 궁금합니다
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"aod 버그 문제는 그대로 안고 갈 것 같구요(프로 계열).
14%와 % Max, 48MP 고화소 처리를 못해줘 카메라 앱과 다른 앱 동시에 띄웠을때 리프레시 일어나는 현상이 15, 15+ 일어날 것 같네요.
15시리즈에서 산다면 15%, 사진 별로 안찍는다면 15+ 정도로 좁혀지네요. 
맥스는 190... 이건 선 넘어도 너무 넘었음"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,13프로를 사용중인데 이번에 약정이 끝나서 15일반으로 갈아 탈까 하는데 흠...다이나믹 아일랜드나 꽤 무게가 가벼워졌다는 점이 확 끌리긴 하네요 ㅋㅋ카메라도 14프로 맞먹는다니까 제가 갖고 있는 13프로 보다는 훨씬 좋을거구
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,아이폰12프로 유저인데 15시리즈 갈아타려고 고민중입니다! 혹시 가능하시다면 12프로와 15 일반모델 카메라 성능 비교 영상도 찍어주시면 너무나 감사할것같아요~~~
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,발열에 민감해서 발열있으면 좀 오래쓰기 뭐하고 갤럭시 23울트라 써서 그런가 90~120에 부드러워서 너무 좋고 카메라 성능도 뛰어나서 좋은데 아이폰만의 갬성이 있다고 보고 15가 c타입으로 나오고 또 가볍다고 해서 15로 바꿀까 고민되는데 60이라 역체감 느낄까봐 걱정이다...
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,아이폰15 내구성자체에도 좀 문제가 있다고 하는데 이게 솔직히 제일 문제점이 아닌가 싶네요
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,프로모델이랑 일반모델 주사율 비교영상도 부탁드려요 ㅠㅠ 갤럭시s22울트라에서 넘어가려고 하는데 차이좀 보고싶어요~!!
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,일반도 이번에는 살만 한거 같음 색이 이쁘고 성능도 준수하고 좋음
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,아이폰 기본 시리즈는 최소 30만원 이상 가격이 떨어져야 살만한 수준이 된다고 봅니다. 지금 가격은 갤럭시S 시리즈보다 비싼데 이건 말이 안되죠 ㅎㅎ
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"이번 15 일반 모델은 업그레이드가 크더라고요
13, 14때 실망했는데 이번엔 너무 반갑네요"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,애플에서 놀라운건 전세대 모델을 추천할 수 있다는 것입니다. 갤럭시에서 새 모델 나올땐 어떤게 얼마만큼 좋아졌다. 끝! 애플은 존버하거나 전세대 프로를 더 추천 할 수 있다는게 신기하네요.
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"14프로는 넘 무겁기도하고 ,,
이미 c타입이 나온 마당에,, 전작으로 역행하기도 좀,, 몇년 뒤면 고새 불편해질 것 같아요 
ㅋ 이거보고 15로 결정  감사합니다."
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,난 아이폰 12 일반 쓰던 사람이라 이번에 15일반으로 바꿨는데 색도 맘에들고 120헤쯔 경험안해봐서 그런가 충분히 빠르고 좋아용
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"15일반 VS 14프로
15일반의 장점
C타입탑재,가벼운무게
14프로의 장점
망원카메라탑재,120HZ디스플레이,AOD지원 정도가 있겠네요"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,이 시간에 이벤트 정리가 아니고 저녁에 구독자들 가족들하고 시간 보내라고 지금 업로드 해주는 잇섭;;; 무튼 잇섭 형 즐거운 한가위 잘 보내길
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,일반 라인업에도 120hz 주사율을 탑재해준다면 좋을텐데 프로와의 급을 나누기 위해서? 탑재되지 않는것이 항상 아쉽습니다 ㅜㅠ
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"지금까지 프로 단 한 번도 사용한 적 없고(그래서 120hz 무경험..) 아이폰12 2년 째 사용 중, 게다가 블랙 컬러는 4년 째... 아이폰15 핑크는 저에게 가장 적합한 모델이라 생각해 프로랑 고민도 안 하고 바로 결제했습니다! 
만약 프로 썼으면 주사율 때문에 고민 엄청 했을 것 같아요 자세한 정보 감사합니다 잇섭님 !!"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"골수 갤럭시 유저로서 아이폰으로 갈아탈까말까하는 고민중의 하나가 플랫액정인데, 아직 애플페이를 활용하기에는 삼성페이의 맛에 붙들려있네요.
갤럭시는 울트라모델에서 언제쯤 플랫액정을 내줄 지..ㅎㅎ"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"15프로 발열, 내구성, 배터리 다뤄주세용"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"11프로에서 넘어가려는데 15프로, 프로맥스 고민이에요
프로맥스에서 5배 줌은 광학인데 3배줌는 디지털 크롭이라는게,  프로 3배줌이랑 어떤 차이가 있는지 궁금해요!"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,어디 뉴스 보니까 아이폰15 일반 모델에도 발열 이슈가 있다던데 아이폰15 전체 모델 발열 리뷰도 부탁드립니다. 현재 쓰고 있는 아이폰을 바꾸려는 이유가 자꾸 발열이 돼서거든요.
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,120hz인 Promotion을 pro에만 넣어준다면 앞으로 최소한 90hz라도 Puremotion같은 이름으로 넣어줬으면 좋겠어요
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"14프로 맥스로 
가려는 이유
15의 발열
각진 디지인
15랑 비교했을때
카메라 성능
120헤르츠
AOD
노치가 아닌 아일랜드


14맥스로 결정했지만
망설여지는이유
15 핑크컬러(넘예뻐)
usb-c 타입
가벼워진 무게
iphone8+ 존버중
근데14프로맥스 언제 
사는게 젤 저렴할까요?"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"삼성 플래그쉽에서 사고로 보급형 쓰다가 몸이 만족해버렸는데
이번 아이폰에서 c타입 하나만 보고 바꿀까 하다가 리뷰 영상떴길래 봤다가 가성비 일반모델이냐 실사용이 저조한 고성능 프로모델이냐 엄청 고민만 더 되네요 ㅋㅋ"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,ㄹㅇ 거물급 유튜버니까 정확하게 일반모델의 니즈와 소비층을 정확히 알고 계시네 15일반도 충분히 좋... pro 까지는 솔찍히
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,별거 아닌거 바꿔놓고 우려먹으면서도 장사 잘하는 애플이 대단하다고 생각된다
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"전 갤럭시 S22유저였는데 이번에 아이폰15 일반모델로 갈아탈 생각입니다.
C타입도 탑재됐고, 애플페이도 지원하니까 저처럼 갤럭시에서 넘어오는 사람도 꽤 있을것 같네요"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"전 14출시전에 가격오른다는 소리 듣고 그 전주에 13산사람인데, 13사길 잘했다는 생각이 드는게, 전 개인적으로 색깔 빼고는 뭘 이야기 해도 그냥 13산게 잘한거 같아요ㅋㅋ"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,13pro 사용중인데 15pro 가려고했으나 ...논란이 많아서 고민되는데 사용후기 기대됩니다.
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,3나노 공정의 이점이 없다. 배터리 효율도 발열도 나아지지 않았고 되려 발열은 더 심해졌다.  카메라도 잠망경렌즈니 뭐니 하더니 결국 갤럭시에 떨어진다.  디자인이 가장 큰 문제다. 12 13 14 15시리즈 까지 내내 똑같고 16도 결국 저 디자인 그대로다.  카메라 하나 더 달고 색질만 할뿐 우려도 너무 우린다.  영원한 것은 없다. 소니도 노키아도 그랬다.  완성도를 높인다고 생각도 했지만 이젠 몇년째 같은 폰을 쓰는거 같은 이 식상함도 사실이다.
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"14보다는 월등히 발전한거 같은데
100만원 넘는 기기에 이정도 급나누기가 맞나싶어요
작년 칩 재활용
Usb 2.0속도
Aod 없음
프로모션 없음
48mp 센서 사이즈 14프로랑 비교해도 작음
망원 없음

라이트닝만 버틸수 있고 14 프로 랑 가격 차이 별로 안나면 14프로 살꺼 같아요"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"15 살려고 진짜 매장에 지갑까지 꺼냈다가 단점이 너무많아 다음 시리즈에서 사기로 정했습니다 ㅎㅎㅎ
16에서는 이러한 단점이 해결되길...^^"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,15프로 구매자들이 이 악물고 발열 없다고 하지만 잇섭님 포함 주X님이나 해외자료들 보면 양품은 멀쩡하지만 양품 못 뽑으면 발열 심한거 팩트인듯
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,12에서 갈아타려고 사전예약했는데 진짜 기대되네요 ㅎㅎ
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"아이폰 프로랑 프맥 2개이상씩 더 임대해서
비교영상 만들어주시면 안될까요?
수율문제가 언급되서 이거 확인해주실분
잇섭님밖에 없어보입니다."
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,휴대전화도 되고 추운겨울 핫팩용도로 손색이 없는 모델이군요
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"아이폰 15가 사고 싶은데 개인적으로 정품 가죽 케이스를 정말 좋아하는데 단종된 것도 모자라서 대채제인 파인우븐이 너무 구려서 14 프로를 사자니 무거워서 손목에 관절염 생길거 같고..
고민이 많아지네요 ㅋㅋㅋ"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,12쓰고있는데 작년에 14로 바꿀까하다 기본도 다이내믹 들어가고 c타입으로 바뀔꺼라 믿고 존버했는데 진짜 존버하길 잘했네요ㅋㅋ 전 15기본 블랙으로 이번에 갈아탑니다!!
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,잇섭님 즐거운 연휴 되세요~ 좀 쉬시면서 하시구요ㅎㅎ 항상 잘 보고 있습니다!
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,아이폰15 모든 라인업이 발열이 높은 편이네요
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,iOS 17에서 배터리 옵션 중에 무조건 80% 제한 옵션이 생겼는데 아이폰이 100%는 오래 가지만 80% 밑으로는 엄청 빨리 닳는데요. 80%가 진짜 80%인지 궁금해요.
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"12프로 사용자 입니다 
영상 덕에 확실히 생각 필요성 정리되서 15일반으로 정했습니다 감사합니다 ^^7"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"일반과 프로의 급나누기는 더욱 심해져서 일반에 니즈를 느낄 이유가 없음
프맥 128g가 사라지면서 미쳐버린 가격차로 저가신제품을 원하는 이유말고는 일반을 갈 이유가 전혀 없다고 생각함
일반을 구매하는 그나마 설득력있는 이유중 하나인 무게역시 15시리즈 한정으로 말이 안됨"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,프로덕트레드도 파스텔 톤으로 나오면 어떨지 궁금하네요~
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"진짜 신기한게 아이폰 존버단은 항상 있네요 ㅋㅋㅋㅋ 가장 많이보였던 존버 사유가 C타입 나올 때까지 존버 이거였는데 이젠 또 어떤 이유가 나올지 궁금해요ㅋㅋㅋㅋㅋㅋ X, 11이런 거 쓰시면서 존버하시겠단 분들은 지갑사정때문에 존버 당하시는건지 진짜 본인 의지로 존버하시는건지 헷갈림.."
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,11일반 쓰고 있었는데 15프로를 살까 15일반을 갈까 고민하고 있었거든요! 근데 이 영상보고 바로 15일반 구매하기로 맘 먹었습니다!!! ㅋㅋㅋ 감사해요! 추석 잘 보내세요!!!
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,갤럭시에서 아이폰으로 갈아타려는데 14pro랑 15pro중에 고민되네요..! 무게는 상관없고 케이스도 끼우고 다닐건데 엄청 떨어트리는 스타일이라 잘부서질까 걱정..
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"7+ 유저로써 유익하게 봤습니다! 
13미니부터 14프로 15일반 15프로 
고민중에 있습니다"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"저는 그 시대에 나온 가장 좋은 아이폰을 쓰고 싶어서
이번에도 15프로맥스 입니다 ㅎㅎ

제가 가장 중요하게 생각하는
사진 + aod 
이 두개를 다 만족하기도 하구여."
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,고민하다 14프로 질렀습니다. 가격이 할인 받으면 125만원이라 15일반을 살이유가 없는거 같네요. 컬러가 아쉽긴 하지만 성능 및 기능 차이가 나기때문에 동일가격이면 14프로 ㄱ ㄱ
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,갤럭시 s20+에서 아이폰으로 바꾸려는 유전데 14프로와 15프로 비교하는 영상도 올려주실수 있을까요? 발열이앙 배터리 이슈때문에 너무 고민되네요ㅠㅠ
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,갠적으로 색상은 14가 더나은듯...15기능에 14색상이 내 취향
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,120써본적 없거나 포기할수있는 사람은 15도 나쁘지 않을듯.. 솔직히 usb2.0 아쉽다고는 하지만 진지하게 아이폰13 2년 쓰면서 유선연결 한번도 안해봄....
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,에프취리취 형님은 15노말 가성비 매우 낮게 평하던데 잇섭형님은 꽤 후한 평가를 주시네요 사야하나 말아야하나 ㅠㅠ
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,아직6S 플러스 사용 중인데 15일반이나 15프로맥스 둘중에 고민이네요 폰 컬러는 솔직히 15가 훠얼씬 맘에 드네요. 15일반은 현재 항공마일리지로 돈 안들이고 살 수 있고 15프로맥스는 90만원정도 제가 부담해서 살 수 있는데 ..아 이놈의 결정장애
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,아이폰15 발열 문제가 생각보다 심하다고 하네요
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,발열에 대한 영상도 기다리고 있을게요!!
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,무거운 폰 써보고 느낀게 일반 사용자는 스마트폰은 무조건 가벼운게 첫째.그래서 이번엔  15일반 모델 사려구요
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,전se2 유저인데 아이폰 15일반으로 사려고 준비중인데 도움이 많이 되는 리뷰 감사합니다^^
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,15프로 성능 리뷰 보고싶어요ㅜㅜ 문제가 많은거 같아서 일반을 사야하나..
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"잇섭님 혹시 아이폰15프로도 애플워치 처럼 알리미늄을 사포로 갈아서 스테인리스로 만들었잖아요? 그거처럼 아이폰15프로는 티타늄이니까 사포로 갈면 스테인리스처럼 되지않을까요?
너무 궁금하네요"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"동생거 예전폰 하루 만지작 되는데
눈이 진짜 마르는 느낌 까지 납니다
120주사율이 진짜  ㅎㅎㅎ
15플러스 블루 핑크가 너무 이뻐서 사려는데 그냥 13프로 계속 쓰려고요 진심 60주사율 아닌거 같아요
물론 120을 경험하지 않은분들이야 ㅋㅋㅋ"
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,일반도 120hz 됬으면 얼마나 좋을까 가볍고 이쁘고 프로까진 필요없단 말이지 ㅜ
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,저는 13 미니 유저입니다!! 15로 생각중인데 다른 것보다 원신이 잘 돌아갔으면 좋겠는데 15만으로도 충분히 업그레이드 느낄까요??
형보다 괜찮은 아우? 애플 아이폰 15 달라진 핵심기능 7가지!,"혹시 셀피찍고나서 앨범에서 사진볼때 셀피찍을당시의 밝기보다 훨씬 어둡게 저장되나요? 저 지금 아이폰15사용중인데, 비디오찍을때는 보는그대로 저장이되는데 전면카메라로 사진찍을때는 사진이 굉장히 어둡게 색감이 다르게 저장이 되더라고요.
이게 결함인지 궁금합니다."
